Column1,EORA_a3,Country,Year,CODE,SHORTNAME,GROUP,META_ID,name,Global.Region,Continent
389,BLR,Belarus,2016,3,Veterinary Services,General,21,Belarus,Other Europe,Europe
390,BLR,Belarus,2016,2,One Health Arrangements,General,21,Belarus,Other Europe,Europe
391,BLR,Belarus,2016,2,NAP progress,General,21,Belarus,Other Europe,Europe
392,BLR,Belarus,2016,0,NAP published,General,21,Belarus,Other Europe,Europe
393,BLR,Belarus,2016,2,AMR Awareness (Human Health),Awareness and Education,21,Belarus,Other Europe,Europe
394,BLR,Belarus,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,21,Belarus,Other Europe,Europe
398,BLR,Belarus,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,21,Belarus,Other Europe,Europe
399,BLR,Belarus,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,21,Belarus,Other Europe,Europe
400,BLR,Belarus,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,21,Belarus,Other Europe,Europe
401,BLR,Belarus,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,21,Belarus,Other Europe,Europe
402,BLR,Belarus,2016,1,IPC,Prevention,21,Belarus,Other Europe,Europe
403,BLR,Belarus,2016,3,AMU Prevention,Prevention,21,Belarus,Other Europe,Europe
409,BLR,Belarus,2016,1,AMS and Regulation (Human),Regulation,21,Belarus,Other Europe,Europe
410,BLR,Belarus,2016,3,AMS and Regulation (Ani&Crop),Regulation,21,Belarus,Other Europe,Europe
411,BLR,Belarus,2016,2,Contamination Prevention,Regulation,21,Belarus,Other Europe,Europe
414,BOL,Bolivia (Plurinational State of),2016,1,One Health Arrangements,General,27,Bolivia,Latin America,South and Central America
415,BOL,Bolivia (Plurinational State of),2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,27,Bolivia,Latin America,South and Central America
416,BOL,Bolivia (Plurinational State of),2016,2,IPC,Prevention,27,Bolivia,Latin America,South and Central America
417,BOL,Bolivia (Plurinational State of),2016,1,AMU Prevention,Prevention,27,Bolivia,Latin America,South and Central America
426,BOL,Bolivia (Plurinational State of),2016,1,AMS and Regulation (Human),Regulation,27,Bolivia,Latin America,South and Central America
427,BOL,Bolivia (Plurinational State of),2016,3,AMS and Regulation (Ani&Crop),Regulation,27,Bolivia,Latin America,South and Central America
428,BOL,Bolivia (Plurinational State of),2016,1,Contamination Prevention,Regulation,27,Bolivia,Latin America,South and Central America
429,BOL,Bolivia (Plurinational State of),2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,27,Bolivia,Latin America,South and Central America
430,BOL,Bolivia (Plurinational State of),2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,27,Bolivia,Latin America,South and Central America
431,BOL,Bolivia (Plurinational State of),2016,0,NAP published,General,27,Bolivia,Latin America,South and Central America
432,BOL,Bolivia (Plurinational State of),2016,3,AMR Awareness (Human Health),Awareness and Education,27,Bolivia,Latin America,South and Central America
433,BOL,Bolivia (Plurinational State of),2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,27,Bolivia,Latin America,South and Central America
434,BOL,Bolivia (Plurinational State of),2016,2,NAP progress,General,27,Bolivia,Latin America,South and Central America
435,BOL,Bolivia (Plurinational State of),2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,27,Bolivia,Latin America,South and Central America
436,BOL,Bolivia (Plurinational State of),2016,0,Veterinary Services,General,27,Bolivia,Latin America,South and Central America
437,BOL,Bolivia (Plurinational State of),2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,27,Bolivia,Latin America,South and Central America
438,BOL,Bolivia (Plurinational State of),2016,1,AMR Training (Human Health),Awareness and Education,27,Bolivia,Latin America,South and Central America
439,BRA,Brazil,2016,1,NAP published,General,30,Brazil,Latin America,South and Central America
440,BRA,Brazil,2016,2,AMR Awareness (Human Health),Awareness and Education,30,Brazil,Latin America,South and Central America
441,BRA,Brazil,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,30,Brazil,Latin America,South and Central America
442,BRA,Brazil,2016,3,One Health Arrangements,General,30,Brazil,Latin America,South and Central America
443,BRA,Brazil,2016,3,NAP progress,General,30,Brazil,Latin America,South and Central America
447,BRA,Brazil,2016,2,AMR Training (Human Health),Awareness and Education,30,Brazil,Latin America,South and Central America
448,BRA,Brazil,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,30,Brazil,Latin America,South and Central America
449,BRA,Brazil,2016,3,Veterinary Services,General,30,Brazil,Latin America,South and Central America
450,BRA,Brazil,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,30,Brazil,Latin America,South and Central America
451,BRA,Brazil,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,30,Brazil,Latin America,South and Central America
452,BRA,Brazil,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,30,Brazil,Latin America,South and Central America
453,BRA,Brazil,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,30,Brazil,Latin America,South and Central America
454,BRA,Brazil,2016,3,IPC,Prevention,30,Brazil,Latin America,South and Central America
455,BRA,Brazil,2016,1,AMU Prevention,Prevention,30,Brazil,Latin America,South and Central America
461,BRA,Brazil,2016,1,AMS and Regulation (Human),Regulation,30,Brazil,Latin America,South and Central America
462,BRA,Brazil,2016,2,AMS and Regulation (Ani&Crop),Regulation,30,Brazil,Latin America,South and Central America
464,BRB,Barbados,2016,3,NAP progress,General,20,Barbados,North America,North America and Caribbean
465,BRB,Barbados,2016,1,NAP published,General,20,Barbados,North America,North America and Caribbean
466,BRB,Barbados,2016,1,AMR Awareness (Human Health),Awareness and Education,20,Barbados,North America,North America and Caribbean
467,BRB,Barbados,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,20,Barbados,North America,North America and Caribbean
468,BRB,Barbados,2016,1,One Health Arrangements,General,20,Barbados,North America,North America and Caribbean
476,BRB,Barbados,2016,0,AMS and Regulation (Human),Regulation,20,Barbados,North America,North America and Caribbean
477,BRB,Barbados,2016,0,AMS and Regulation (Ani&Crop),Regulation,20,Barbados,North America,North America and Caribbean
478,BRB,Barbados,2016,1,Contamination Prevention,Regulation,20,Barbados,North America,North America and Caribbean
479,BRB,Barbados,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,20,Barbados,North America,North America and Caribbean
480,BRB,Barbados,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,20,Barbados,North America,North America and Caribbean
481,BRB,Barbados,2016,2,IPC,Prevention,20,Barbados,North America,North America and Caribbean
482,BRB,Barbados,2016,0,AMU Prevention,Prevention,20,Barbados,North America,North America and Caribbean
484,BRB,Barbados,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,20,Barbados,North America,North America and Caribbean
485,BRB,Barbados,2016,1,Veterinary Services,General,20,Barbados,North America,North America and Caribbean
486,BRB,Barbados,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,20,Barbados,North America,North America and Caribbean
487,BRB,Barbados,2016,1,AMR Training (Human Health),Awareness and Education,20,Barbados,North America,North America and Caribbean
488,BRB,Barbados,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,20,Barbados,North America,North America and Caribbean
489,BRN,Brunei Darussalam,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,32,Brunei,Asia-Pacific,Asia
490,BRN,Brunei Darussalam,2016,1,AMR Awareness (Human Health),Awareness and Education,32,Brunei,Asia-Pacific,Asia
491,BRN,Brunei Darussalam,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,32,Brunei,Asia-Pacific,Asia
492,BRN,Brunei Darussalam,2016,0,AMR Training (Human Health),Awareness and Education,32,Brunei,Asia-Pacific,Asia
499,BRN,Brunei Darussalam,2016,0,Veterinary Services,General,32,Brunei,Asia-Pacific,Asia
500,BRN,Brunei Darussalam,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,32,Brunei,Asia-Pacific,Asia
501,BRN,Brunei Darussalam,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,32,Brunei,Asia-Pacific,Asia
502,BRN,Brunei Darussalam,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,32,Brunei,Asia-Pacific,Asia
503,BRN,Brunei Darussalam,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,32,Brunei,Asia-Pacific,Asia
504,BRN,Brunei Darussalam,2016,0,IPC,Prevention,32,Brunei,Asia-Pacific,Asia
505,BRN,Brunei Darussalam,2016,3,AMU Prevention,Prevention,32,Brunei,Asia-Pacific,Asia
506,BRN,Brunei Darussalam,2016,0,One Health Arrangements,General,32,Brunei,Asia-Pacific,Asia
507,BRN,Brunei Darussalam,2016,0,NAP progress,General,32,Brunei,Asia-Pacific,Asia
508,BRN,Brunei Darussalam,2016,0,NAP published,General,32,Brunei,Asia-Pacific,Asia
510,BRN,Brunei Darussalam,2016,0,AMS and Regulation (Human),Regulation,32,Brunei,Asia-Pacific,Asia
511,BRN,Brunei Darussalam,2016,1,AMS and Regulation (Ani&Crop),Regulation,32,Brunei,Asia-Pacific,Asia
513,BRN,Brunei Darussalam,2016,1,Contamination Prevention,Regulation,32,Brunei,Asia-Pacific,Asia
514,BTN,Bhutan,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,26,Bhutan,Asia-Pacific,Asia
515,BTN,Bhutan,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,26,Bhutan,Asia-Pacific,Asia
516,BTN,Bhutan,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,26,Bhutan,Asia-Pacific,Asia
517,BTN,Bhutan,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,26,Bhutan,Asia-Pacific,Asia
518,BTN,Bhutan,2016,2,IPC,Prevention,26,Bhutan,Asia-Pacific,Asia
519,BTN,Bhutan,2016,1,One Health Arrangements,General,26,Bhutan,Asia-Pacific,Asia
520,BTN,Bhutan,2016,2,NAP progress,General,26,Bhutan,Asia-Pacific,Asia
521,BTN,Bhutan,2016,0,NAP published,General,26,Bhutan,Asia-Pacific,Asia
522,BTN,Bhutan,2016,1,AMR Awareness (Human Health),Awareness and Education,26,Bhutan,Asia-Pacific,Asia
523,BTN,Bhutan,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,26,Bhutan,Asia-Pacific,Asia
524,BTN,Bhutan,2016,1,AMR Training (Human Health),Awareness and Education,26,Bhutan,Asia-Pacific,Asia
525,BTN,Bhutan,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,26,Bhutan,Asia-Pacific,Asia
526,BTN,Bhutan,2016,1,Veterinary Services,General,26,Bhutan,Asia-Pacific,Asia
528,BTN,Bhutan,2016,2,AMS and Regulation (Human),Regulation,26,Bhutan,Asia-Pacific,Asia
529,BTN,Bhutan,2016,0,AMS and Regulation (Ani&Crop),Regulation,26,Bhutan,Asia-Pacific,Asia
530,BTN,Bhutan,2016,1,Contamination Prevention,Regulation,26,Bhutan,Asia-Pacific,Asia
532,BTN,Bhutan,2016,1,AMU Prevention,Prevention,26,Bhutan,Asia-Pacific,Asia
540,CAF,Central African Republic,2016,0,NAP progress,General,41,Central African Republic,Africa,Africa
541,CAF,Central African Republic,2016,0,NAP published,General,41,Central African Republic,Africa,Africa
542,CAF,Central African Republic,2016,0,One Health Arrangements,General,41,Central African Republic,Africa,Africa
543,CAF,Central African Republic,2016,1,AMU Prevention,Prevention,41,Central African Republic,Africa,Africa
546,CAF,Central African Republic,2016,0,AMR Awareness (Human Health),Awareness and Education,41,Central African Republic,Africa,Africa
547,CAF,Central African Republic,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,41,Central African Republic,Africa,Africa
548,CAF,Central African Republic,2016,2,AMR Training (Human Health),Awareness and Education,41,Central African Republic,Africa,Africa
549,CAF,Central African Republic,2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,41,Central African Republic,Africa,Africa
550,CAF,Central African Republic,2016,1,Veterinary Services,General,41,Central African Republic,Africa,Africa
551,CAF,Central African Republic,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,41,Central African Republic,Africa,Africa
552,CAF,Central African Republic,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,41,Central African Republic,Africa,Africa
553,CAF,Central African Republic,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,41,Central African Republic,Africa,Africa
554,CAF,Central African Republic,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,41,Central African Republic,Africa,Africa
555,CAF,Central African Republic,2016,2,IPC,Prevention,41,Central African Republic,Africa,Africa
561,CAF,Central African Republic,2016,0,AMS and Regulation (Human),Regulation,41,Central African Republic,Africa,Africa
562,CAF,Central African Republic,2016,2,AMS and Regulation (Ani&Crop),Regulation,41,Central African Republic,Africa,Africa
564,CAF,Central African Republic,2016,2,Contamination Prevention,Regulation,41,Central African Republic,Africa,Africa
565,CAN,Canada,2016,1,One Health Arrangements,General,38,Canada,North America,North America and Caribbean
566,CAN,Canada,2016,3,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,38,Canada,North America,North America and Caribbean
567,CAN,Canada,2016,1,IPC,Prevention,38,Canada,North America,North America and Caribbean
568,CAN,Canada,2016,2,AMU Prevention,Prevention,38,Canada,North America,North America and Caribbean
569,CAN,Canada,2016,2,NAP progress,General,38,Canada,North America,North America and Caribbean
570,CAN,Canada,2016,0,NAP published,General,38,Canada,North America,North America and Caribbean
571,CAN,Canada,2016,1,AMR Awareness (Human Health),Awareness and Education,38,Canada,North America,North America and Caribbean
572,CAN,Canada,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,38,Canada,North America,North America and Caribbean
573,CAN,Canada,2016,1,AMR Training (Human Health),Awareness and Education,38,Canada,North America,North America and Caribbean
574,CAN,Canada,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,38,Canada,North America,North America and Caribbean
575,CAN,Canada,2016,1,Veterinary Services,General,38,Canada,North America,North America and Caribbean
576,CAN,Canada,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,38,Canada,North America,North America and Caribbean
577,CAN,Canada,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,38,Canada,North America,North America and Caribbean
578,CAN,Canada,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,38,Canada,North America,North America and Caribbean
579,CAN,Canada,2016,1,Contamination Prevention,Regulation,38,Canada,North America,North America and Caribbean
588,CAN,Canada,2016,2,AMS and Regulation (Ani&Crop),Regulation,38,Canada,North America,North America and Caribbean
589,CAN,Canada,2016,3,AMS and Regulation (Human),Regulation,38,Canada,North America,North America and Caribbean
590,CHE,Switzerland,2016,1,AMR Awareness (Human Health),Awareness and Education,222,Switzerland,Western Europe,Europe
591,CHE,Switzerland,2016,2,One Health Arrangements,General,222,Switzerland,Western Europe,Europe
592,CHE,Switzerland,2016,3,NAP progress,General,222,Switzerland,Western Europe,Europe
593,CHE,Switzerland,2016,1,NAP published,General,222,Switzerland,Western Europe,Europe
597,CHE,Switzerland,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,222,Switzerland,Western Europe,Europe
598,CHE,Switzerland,2016,2,AMR Training (Human Health),Awareness and Education,222,Switzerland,Western Europe,Europe
599,CHE,Switzerland,2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,222,Switzerland,Western Europe,Europe
600,CHE,Switzerland,2016,3,Veterinary Services,General,222,Switzerland,Western Europe,Europe
601,CHE,Switzerland,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,222,Switzerland,Western Europe,Europe
602,CHE,Switzerland,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,222,Switzerland,Western Europe,Europe
603,CHE,Switzerland,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,222,Switzerland,Western Europe,Europe
604,CHE,Switzerland,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,222,Switzerland,Western Europe,Europe
605,CHE,Switzerland,2016,3,IPC,Prevention,222,Switzerland,Western Europe,Europe
606,CHE,Switzerland,2016,1,AMU Prevention,Prevention,222,Switzerland,Western Europe,Europe
611,CHE,Switzerland,2016,2,AMS and Regulation (Human),Regulation,222,Switzerland,Western Europe,Europe
612,CHE,Switzerland,2016,4,AMS and Regulation (Ani&Crop),Regulation,222,Switzerland,Western Europe,Europe
613,CHE,Switzerland,2016,4,Contamination Prevention,Regulation,222,Switzerland,Western Europe,Europe
615,CHL,Chile,2016,2,AMR Training (Human Health),Awareness and Education,43,Chile,Latin America,South and Central America
616,CHL,Chile,2016,0,NAP published,General,43,Chile,Latin America,South and Central America
617,CHL,Chile,2016,0,AMR Awareness (Human Health),Awareness and Education,43,Chile,Latin America,South and Central America
618,CHL,Chile,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,43,Chile,Latin America,South and Central America
